X,Y,profundidad,pis,ce
751638.9011,1552419.178,4,224,63.63601
751753.3045,1552696.804,4,224,46.51556
751360.2788,1552334.301,23,224,62.42502
751360.2788,1552334.301,24,224,62.42502
751787.7751,1552456.178,31,224,57.73359
751787.7751,1552456.178,32,224,57.73359
751638.5041,1552623.725,33,224,33.32854
751470.3911,1552367.929,34,224,34.6588
751638.5041,1552623.725,34,224,33.32854
751470.3911,1552367.929,35,224,34.6588
751638.5041,1552623.725,35,224,33.32854
751638.5041,1552623.725,36,224,33.32854
751638.5041,1552623.725,37,224,33.32854
751603.7165,1552392.709,53,224,55.36143
751625.4543,1552358.168,55,224,67.01688
751452.1959,1552547.395,56,224,37.30615
751452.1959,1552547.395,57,224,37.30615
751452.1959,1552547.395,58,224,37.30615
751337.8847,1552183.214,59,224,66.16179
751337.8847,1552183.214,60,224,66.16179
751813.9664,1552725.85,5,225,54.82725
751335.5616,1552243.516,19,225,65.16834
751749.5575,1552572.797,27,225,64.62286
751749.5575,1552572.797,28,225,64.62286
751749.5575,1552572.797,29,225,64.62286
751749.5575,1552572.797,30,225,64.62286
751392.6545,1552393.617,43,225,55.40879
751338.3107,1552216.757,53,225,60.90403
751338.3107,1552216.757,54,225,60.90403
751839.5556,1552552.987,54,225,83.89801
751338.3107,1552216.757,55,225,60.90403
751839.5556,1552552.987,55,225,83.89801
751839.5556,1552552.987,56,225,83.89801
751754.835,1552541.746,5,226,71.12646
751307.2131,1552279.985,12,226,46.43465
751303.8839,1552365.624,17,226,50.42273
751303.8839,1552365.624,18,226,50.42273
751785.6012,1552424.611,19,226,62.66395
751785.6012,1552424.611,20,226,62.66395
751785.6012,1552424.611,21,226,62.66395
751785.6012,1552424.611,22,226,62.66395
751815.4829,1552484.677,27,226,92.7494
751815.4829,1552484.677,28,226,92.7494
751303.8839,1552365.624,30,226,50.42273
751306.6045,1552429.517,34,226,22.6686
751306.6045,1552429.517,35,226,22.6686
751547.9118,1552451.819,43,226,41.87151
751547.9118,1552451.819,44,226,41.87151
751637.1432,1552597.368,47,226,37.42659
751637.1432,1552597.368,48,226,37.42659
751840.7872,1552603.362,10,227,34.11773
751307.2131,1552279.985,11,227,46.43465
751840.7872,1552603.362,11,227,34.11773
751840.7872,1552603.362,12,227,34.11773
751364.0443,1552456.648,16,227,35.49953
751607.5944,1552415.881,16,227,56.76267
751364.0443,1552456.648,17,227,35.49953
751398.9296,1552425.778,23,227,48.78919
751398.9296,1552425.778,24,227,48.78919
751818.2708,1552454.044,29,227,82.38609
751818.2708,1552454.044,30,227,82.38609
751748.3861,1552603.889,36,227,67.06578
751363.5049,1552423.658,37,227,49.62549
751748.3861,1552603.889,37,227,67.06578
751748.3861,1552603.889,38,227,67.06578
751748.3861,1552603.889,39,227,67.06578
751751.4751,1552455.156,40,227,93.86087
751751.4751,1552455.156,41,227,93.86087
751393.2635,1552244.084,50,227,51.54057
751547.9118,1552451.819,50,227,41.87151
751818.2708,1552454.044,59,227,82.38609
751818.2708,1552454.044,60,227,82.38609
751690.7662,1552507.465,6,228,41.77872
751840.2276,1552484.921,7,228,95.83588
751840.2276,1552484.921,8,228,95.83588
751666.3735,1552394.877,9,228,49.21809
751840.2276,1552484.921,9,228,95.83588
751838.2888,1552517.112,9,228,100.9492
751666.3735,1552394.877,10,228,49.21809
751840.2276,1552484.921,10,228,95.83588
751838.2888,1552517.112,10,228,100.9492
751840.2276,1552484.921,11,228,95.83588
751751.7918,1552423.059,29,228,99.31747
751751.7918,1552423.059,30,228,99.31747
751307.0611,1552459.96,41,228,25.05035
751307.0611,1552459.96,42,228,25.05035
751720.6806,1552575.169,42,228,40.40554
751307.0611,1552459.96,43,228,25.05035
751720.6806,1552575.169,43,228,40.40554
751748.3861,1552603.889,43,228,67.06578
751307.0611,1552459.96,44,228,25.05035
751720.6806,1552575.169,44,228,40.40554
751748.3861,1552603.889,44,228,67.06578
751748.3861,1552603.889,45,228,67.06578
751748.3861,1552603.889,46,228,67.06578
751810.2153,1552602.286,58,228,34.56322
751338.3107,1552216.757,11,229,60.90403
751471.0288,1552467.664,13,229,63.61342
751471.0288,1552467.664,14,229,63.61342
751471.0288,1552467.664,15,229,63.61342
751450.1249,1552417.649,16,229,61.41496
751471.0288,1552467.664,16,229,63.61342
751690.4489,1552627.226,16,229,40.18888
751690.4489,1552627.226,17,229,40.18888
751396.4993,1552332.445,21,229,69.15614
751306.6045,1552429.517,30,229,22.6686
751306.6045,1552429.517,31,229,22.6686
751333.9056,1552334.816,31,229,62.1237
751306.6045,1552429.517,32,229,22.6686
751640.0625,1552389.083,44,229,47.30542
751640.0625,1552389.083,45,229,47.30542
751513.4122,1552268.181,52,229,69.75404
751513.4122,1552268.181,53,229,69.75404
751625.4543,1552358.168,53,229,67.01688
751513.4122,1552268.181,54,229,69.75404
751625.4543,1552358.168,54,229,67.01688
751451.2719,1552388.992,6,230,65.33939
751609.0253,1552446.113,6,230,72.38161
751333.9056,1552334.816,16,230,62.1237
751608.6803,1552481.086,19,230,49.74041
751608.6803,1552481.086,20,230,49.74041
751787.7751,1552456.178,25,230,57.73359
751787.7751,1552456.178,26,230,57.73359
751785.6012,1552424.611,35,230,62.66395
751785.6012,1552424.611,36,230,62.66395
751667.2946,1552630.097,40,230,48.70765
751306.6045,1552429.517,41,230,22.6686
751667.2946,1552630.097,41,230,48.70765
751334.9638,1552391.941,48,230,47.16967
751360.2788,1552334.301,49,230,62.42502
751636.9742,1552537.816,49,230,27.5002
751666.8484,1552598.657,49,230,45.44967
751636.9742,1552537.816,50,230,27.5002
751666.8484,1552598.657,50,230,45.44967
751397.2394,1552509.551,58,230,36.982
751397.2394,1552509.551,59,230,36.982
751397.2394,1552509.551,60,230,36.982
751428.3727,1552365.965,11,231,56.9007
751666.3735,1552394.877,11,231,49.21809
751666.3735,1552394.877,12,231,49.21809
751335.2448,1552451.162,20,231,25.06894
751397.2394,1552509.551,25,231,36.982
751397.2394,1552509.551,26,231,36.982
751839.5556,1552552.987,27,231,83.89801
751839.5556,1552552.987,28,231,83.89801
751749.5575,1552572.797,31,231,64.62286
751751.7918,1552423.059,31,231,99.31747
751749.5575,1552572.797,32,231,64.62286
751751.7918,1552423.059,32,231,99.31747
751751.7918,1552423.059,33,231,99.31747
751751.7918,1552423.059,34,231,99.31747
751751.7918,1552423.059,35,231,99.31747
751689.6854,1552540.329,45,231,50.76027
751689.6854,1552540.329,46,231,50.76027
751334.9638,1552391.941,49,231,47.16967
751815.4829,1552484.677,49,231,92.7494
751787.3201,1552666.48,57,231,66.0803
751334.9638,1552391.941,58,231,47.16967
751787.3201,1552666.48,58,231,66.0803
751334.9638,1552391.941,59,231,47.16967
751638.9011,1552419.178,59,231,63.63601
751334.9638,1552391.941,60,231,47.16967
751638.9011,1552419.178,60,231,63.63601
751752.0555,1552483.94,4,232,80.97194
751335.5616,1552243.516,17,232,65.16834
751335.5616,1552243.516,18,232,65.16834
751334.1837,1552306.594,19,232,80.55895
751337.7184,1552364.629,22,232,52.87066
751640.0625,1552389.083,46,232,47.30542
751667.2946,1552630.097,48,232,48.70765
751513.4122,1552268.181,49,232,69.75404
751667.2946,1552630.097,49,232,48.70765
751513.4122,1552268.181,50,232,69.75404
751667.2946,1552630.097,50,232,48.70765
751513.4122,1552268.181,51,232,69.75404
751750.8939,1552514.036,5,233,79.79908
751842.3313,1552446.976,6,233,85.08863
751842.3313,1552446.976,7,233,85.08863
751842.3313,1552446.976,8,233,85.08863
751307.2131,1552279.985,9,233,46.43465
751842.3313,1552446.976,9,233,85.08863
751307.2131,1552279.985,10,233,46.43465
751364.4584,1552239.152,18,233,65.11581
751364.4584,1552239.152,19,233,65.11581
751364.4584,1552239.152,20,233,65.11581
751640.342,1552360.75,25,233,46.54514
751640.342,1552360.75,26,233,46.54514
751640.342,1552360.75,27,233,46.54514
751640.342,1552360.75,28,233,46.54514
751842.3313,1552446.976,33,233,85.08863
751842.3313,1552446.976,34,233,85.08863
751842.3313,1552446.976,35,233,85.08863
751364.117,1552273.793,36,233,73.13081
751636.7059,1552477.378,36,233,49.55379
751364.117,1552273.793,37,233,73.13081
751636.7059,1552477.378,37,233,49.55379
751636.7059,1552477.378,38,233,49.55379
751636.7059,1552477.378,39,233,49.55379
751839.3403,1552574.791,49,233,72.79045
751625.4543,1552358.168,52,233,67.01688
751603.7165,1552392.709,52,233,55.36143
751334.9638,1552391.941,56,233,47.16967
751554.7607,1552338.1,58,233,91.48444
751393.2635,1552244.084,59,233,51.54057
751554.7607,1552338.1,59,233,91.48444
751554.7607,1552338.1,60,233,91.48444
751695.8442,1552419.961,4,234,42.61745
751755.2651,1552662.4,4,234,64.98482
751723.499,1552541.437,5,234,48.63573
751818.2708,1552454.044,8,234,82.38609
751818.2708,1552454.044,9,234,82.38609
751818.2708,1552454.044,10,234,82.38609
751818.2708,1552454.044,11,234,82.38609
751818.2708,1552454.044,12,234,82.38609
751397.2394,1552509.551,27,234,36.982
751364.117,1552273.793,28,234,73.13081
751397.2394,1552509.551,28,234,36.982
751818.2708,1552454.044,31,234,82.38609
751818.2708,1552454.044,32,234,82.38609
751818.2708,1552454.044,33,234,82.38609
751818.2708,1552454.044,34,234,82.38609
751815.1671,1552516.662,38,234,93.43246
751815.1671,1552516.662,39,234,93.43246
751815.2586,1552430.77,44,234,79.06496
751547.9118,1552451.819,45,234,41.87151
751815.2586,1552430.77,45,234,79.06496
751547.9118,1552451.819,47,234,41.87151
751547.9118,1552451.819,48,234,41.87151
751547.9118,1552451.819,49,234,41.87151
751815.1671,1552516.662,54,234,93.43246
751360.4518,1552393.521,55,234,54.7723
751547.9118,1552451.819,55,234,41.87151
751547.9118,1552451.819,56,234,41.87151
751306.6254,1552339.639,3,235,55.80023
751669.9263,1552363.366,11,235,52.51895
751669.9263,1552363.366,12,235,52.51895
751669.9263,1552363.366,13,235,52.51895
751751.4751,1552455.156,17,235,93.86087
751509.9899,1552538.556,18,235,18.34288
751751.4751,1552455.156,18,235,93.86087
751751.4751,1552455.156,19,235,93.86087
751751.4751,1552455.156,20,235,93.86087
751785.4152,1552695.24,27,235,50.00935
751785.4152,1552695.24,28,235,50.00935
751753.0955,1552630.39,31,235,71.41389
751785.1135,1552638.233,35,235,61.14419
751839.5556,1552552.987,35,235,83.89801
751667.2946,1552630.097,42,235,48.70765
751667.2946,1552630.097,43,235,48.70765
751637.3943,1552571.912,45,235,41.66687
751637.3943,1552571.912,46,235,41.66687
751640.0625,1552389.083,47,235,47.30542
751640.0625,1552389.083,48,235,47.30542
751752.0555,1552483.94,49,235,80.97194
751554.7607,1552338.1,54,235,91.48444
751506.3478,1552568.184,59,235,10.70706
751506.3478,1552568.184,60,235,10.70706
751560.1296,1552297.752,15,236,88.30493
751560.1296,1552297.752,16,236,88.30493
751608.6803,1552481.086,21,236,49.74041
751608.6803,1552481.086,22,236,49.74041
751785.4152,1552695.24,29,236,50.00935
751785.4152,1552695.24,30,236,50.00935
751785.1135,1552638.233,31,236,61.14419
751785.1135,1552638.233,32,236,61.14419
751785.1135,1552638.233,33,236,61.14419
751785.1135,1552638.233,34,236,61.14419
751838.2888,1552517.112,39,236,100.9492
751547.9118,1552451.819,46,236,41.87151
751547.3835,1552417.722,11,237,55.03766
751358.7444,1552490.023,13,237,33.60981
751358.7444,1552490.023,14,237,33.60981
751549.8633,1552418.3,14,237,52.69392
751549.8633,1552418.3,15,237,52.69392
751549.8633,1552418.3,16,237,52.69392
751393.2635,1552244.084,17,237,51.54057
751751.7918,1552423.059,17,237,99.31747
751787.7751,1552456.178,17,237,57.73359
751393.2635,1552244.084,18,237,51.54057
751751.7918,1552423.059,18,237,99.31747
751787.7751,1552456.178,18,237,57.73359
751393.2635,1552244.084,19,237,51.54057
751724.1047,1552392.458,27,237,71.93612
751724.1047,1552392.458,28,237,71.93612
751638.5041,1552623.725,31,237,33.32854
751638.5041,1552623.725,32,237,33.32854
751306.6254,1552339.639,38,237,55.80023
751607.5944,1552415.881,41,237,56.76267
751607.5944,1552415.881,42,237,56.76267
751607.5944,1552415.881,43,237,56.76267
751667.2946,1552630.097,44,237,48.70765
751667.2946,1552630.097,45,237,48.70765
751667.2946,1552630.097,46,237,48.70765
751667.2946,1552630.097,47,237,48.70765
751396.0865,1552297.574,49,237,51.43141
751396.0865,1552297.574,50,237,51.43141
751396.0865,1552297.574,51,237,51.43141
751335.7351,1552478.174,58,237,24.79467
751335.7351,1552478.174,59,237,24.79467
751335.7351,1552478.174,60,237,24.79467
751638.5041,1552623.725,3,238,33.32854
751638.5041,1552623.725,4,238,33.32854
751785.4152,1552695.24,25,238,50.00935
751785.4152,1552695.24,26,238,50.00935
751397.2394,1552509.551,29,238,36.982
751638.9011,1552419.178,29,238,63.63601
751397.2394,1552509.551,30,238,36.982
751638.9011,1552419.178,30,238,63.63601
751784.9763,1552487.918,31,238,51.85411
751784.9763,1552487.918,32,238,51.85411
751306.6254,1552339.639,36,238,55.80023
751306.6254,1552339.639,37,238,55.80023
751364.0443,1552456.648,48,238,35.49953
751603.7165,1552392.709,51,238,55.36143
751814.5849,1552663.207,59,238,36.68398
751814.5849,1552663.207,60,238,36.68398
751608.6803,1552481.086,23,239,49.74041
751608.6803,1552481.086,24,239,49.74041
751749.5575,1552572.797,25,239,64.62286
751749.5575,1552572.797,26,239,64.62286
751781.9088,1552546.884,27,239,55.67998
751781.9088,1552546.884,28,239,55.67998
751785.6012,1552424.611,33,239,62.66395
751785.6012,1552424.611,34,239,62.66395
751364.4584,1552239.152,45,239,65.11581
751364.4584,1552239.152,46,239,65.11581
751364.4584,1552239.152,47,239,65.11581
751364.4584,1552239.152,48,239,65.11581
751638.5041,1552623.725,48,239,33.32854
751359.1145,1552364.729,49,239,56.57169
751359.1145,1552364.729,50,239,56.57169
751636.9742,1552537.816,57,239,27.5002
751636.9742,1552537.816,58,239,27.5002
751603.7165,1552392.709,12,240,55.36143
751608.6803,1552481.086,25,240,49.74041
751841.2409,1552634.027,31,240,35.7477
751841.2409,1552634.027,32,240,35.7477
751749.5575,1552572.797,33,240,64.62286
751749.5575,1552572.797,34,240,64.62286
751749.5575,1552572.797,35,240,64.62286
751724.0681,1552483.775,47,240,72.215
751724.0681,1552483.775,48,240,72.215
751669.6442,1552479.585,52,240,47.45222
751669.6442,1552479.585,53,240,47.45222
751669.6442,1552479.585,54,240,47.45222
751513.4122,1552268.181,55,240,69.75404
751513.4122,1552268.181,56,240,69.75404
751393.2635,1552244.084,60,240,51.54057
751843.0977,1552697.691,4,241,66.99783
751843.0977,1552697.691,5,241,66.99783
751337.8847,1552183.214,10,241,66.16179
751337.8847,1552183.214,11,241,66.16179
751304.0326,1552185.98,12,241,54.77848
751335.5616,1552243.516,13,241,65.16834
751334.9638,1552391.941,23,241,47.16967
751608.6803,1552481.086,26,241,49.74041
751608.6803,1552481.086,27,241,49.74041
751785.1135,1552638.233,29,241,61.14419
751785.1135,1552638.233,30,241,61.14419
751306.6254,1552339.639,34,241,55.80023
751306.6254,1552339.639,35,241,55.80023
751306.6045,1552429.517,36,241,22.6686
751363.5049,1552423.658,36,241,49.62549
751787.3201,1552666.48,42,241,66.0803
751787.3201,1552666.48,43,241,66.0803
751787.3201,1552666.48,44,241,66.0803
751787.3201,1552666.48,45,241,66.0803
751638.8909,1552507.839,49,241,35.53057
751638.8909,1552507.839,50,241,35.53057
751638.8909,1552507.839,51,241,35.53057
751840.3458,1552724.671,52,241,66.70672
751840.3458,1552724.671,53,241,66.70672
751305.3351,1552218.313,55,241,57.8259
751334.9638,1552391.941,57,241,47.16967
751785.1135,1552638.233,57,241,61.14419
751785.1135,1552638.233,58,241,61.14419
751306.6045,1552429.517,3,242,22.6686
751451.4729,1552445.334,3,242,58.79009
751451.4729,1552445.334,4,242,58.79009
751338.3107,1552216.757,12,242,60.90403
751338.3107,1552216.757,13,242,60.90403
751364.4584,1552239.152,17,242,65.11581
751818.2708,1552454.044,17,242,82.38609
751818.2708,1552454.044,18,242,82.38609
751818.2708,1552454.044,19,242,82.38609
751363.5049,1552423.658,20,242,49.62549
751818.2708,1552454.044,20,242,82.38609
751363.5049,1552423.658,21,242,49.62549
751363.5049,1552423.658,22,242,49.62549
751306.6045,1552429.517,28,242,22.6686
751306.6045,1552429.517,29,242,22.6686
751452.1959,1552547.395,34,242,37.30615
751838.2888,1552517.112,36,242,100.9492
751838.2888,1552517.112,37,242,100.9492
751838.2888,1552517.112,38,242,100.9492
751334.1837,1552306.594,47,242,80.55895
751334.1837,1552306.594,48,242,80.55895
751637.3943,1552571.912,4,243,41.66687
751637.3943,1552571.912,5,243,41.66687
751303.8839,1552365.624,15,243,50.42273
751303.8839,1552365.624,16,243,50.42273
751840.2276,1552484.921,23,243,95.83588
751840.2276,1552484.921,24,243,95.83588
751781.9088,1552546.884,29,243,55.67998
751815.4829,1552484.677,29,243,92.7494
751781.9088,1552546.884,30,243,55.67998
751815.4829,1552484.677,30,243,92.7494
751751.4751,1552455.156,42,243,93.86087
751751.4751,1552455.156,43,243,93.86087
751640.0625,1552389.083,49,243,47.30542
751640.0625,1552389.083,50,243,47.30542
751640.0625,1552389.083,51,243,47.30542
751361.2904,1552308.411,57,243,59.57973
751361.2904,1552308.411,58,243,59.57973
751337.7184,1552364.629,23,244,52.87066
751333.9056,1552334.816,29,244,62.1237
751785.6012,1552424.611,29,244,62.66395
751333.9056,1552334.816,30,244,62.1237
751785.6012,1552424.611,30,244,62.66395
751723.499,1552541.437,31,244,48.63573
751723.499,1552541.437,32,244,48.63573
751784.9763,1552487.918,33,244,51.85411
751784.9763,1552487.918,34,244,51.85411
751784.9763,1552487.918,35,244,51.85411
751784.9763,1552487.918,36,244,51.85411
751785.1135,1552638.233,36,244,61.14419
751784.9763,1552487.918,37,244,51.85411
751785.1135,1552638.233,37,244,61.14419
751306.6045,1552429.517,46,244,22.6686
751782.4214,1552582.53,46,244,62.04844
751787.3201,1552666.48,46,244,66.0803
751782.4214,1552582.53,47,244,62.04844
751787.3201,1552666.48,47,244,66.0803
751782.4214,1552582.53,48,244,62.04844
751782.4214,1552582.53,49,244,62.04844
751782.4214,1552582.53,50,244,62.04844
751818.2708,1552454.044,57,244,82.38609
751818.2708,1552454.044,58,244,82.38609
751334.6519,1552423.595,6,245,43.88366
751337.8847,1552183.214,8,245,66.16179
751337.8847,1552183.214,9,245,66.16179
751840.2276,1552484.921,12,245,95.83588
751335.2448,1552451.162,17,245,25.06894
751335.2448,1552451.162,18,245,25.06894
751335.2448,1552451.162,19,245,25.06894
751787.7751,1552456.178,29,245,57.73359
751787.7751,1552456.178,30,245,57.73359
751818.2708,1552454.044,35,245,82.38609
751818.2708,1552454.044,36,245,82.38609
751306.6254,1552339.639,39,245,55.80023
751396.4993,1552332.445,40,245,69.15614
751816.5171,1552631.68,50,245,32.35591
751816.5171,1552631.68,51,245,32.35591
751816.5171,1552631.68,52,245,32.35591
751839.5556,1552552.987,52,245,83.89801
751816.5171,1552631.68,53,245,32.35591
751839.5556,1552552.987,53,245,83.89801
751306.6045,1552429.517,60,245,22.6686
751689.6854,1552540.329,6,246,50.76027
751689.6854,1552540.329,7,246,50.76027
751818.2708,1552454.044,13,246,82.38609
751667.2946,1552630.097,19,246,48.70765
751667.2946,1552630.097,20,246,48.70765
751638.5041,1552623.725,29,246,33.32854
751638.5041,1552623.725,30,246,33.32854
751785.6012,1552424.611,31,246,62.66395
751785.6012,1552424.611,32,246,62.66395
751450.8968,1552251.626,40,246,58.40847
751720.6806,1552575.169,40,246,40.40554
751720.6806,1552575.169,41,246,40.40554
751513.4122,1552268.181,47,246,69.75404
751513.4122,1552268.181,48,246,69.75404
751361.2904,1552308.411,55,246,59.57973
751361.2904,1552308.411,56,246,59.57973
751395.4463,1552362.541,58,246,59.33323
751785.3954,1552609.678,4,247,50.51663
751473.3253,1552486.836,5,247,35.51912
751473.3253,1552486.836,6,247,35.51912
751640.342,1552360.75,6,247,46.54514
751640.342,1552360.75,7,247,46.54514
751361.2904,1552308.411,10,247,59.57973
751338.3107,1552216.757,14,247,60.90403
751781.9088,1552546.884,25,247,55.67998
751781.9088,1552546.884,26,247,55.67998
751787.7751,1552456.178,27,247,57.73359
751364.117,1552273.793,29,247,73.13081
751666.8484,1552598.657,33,247,45.44967
751666.8484,1552598.657,34,247,45.44967
751666.8484,1552598.657,35,247,45.44967
751423.003,1552241.942,40,247,45.14822
751423.5489,1552274.268,40,247,41.06607
751815.1671,1552516.662,40,247,93.43246
751815.1671,1552516.662,41,247,93.43246
751815.1671,1552516.662,42,247,93.43246
751815.1671,1552516.662,43,247,93.43246
751358.7444,1552490.023,52,247,33.60981
751358.7444,1552490.023,53,247,33.60981
751358.7444,1552490.023,54,247,33.60981
751359.1145,1552364.729,57,247,56.57169
751361.2904,1552308.411,59,247,59.57973
751361.2904,1552308.411,60,247,59.57973
751608.2609,1552600.293,6,248,32.50728
751471.1589,1552542.158,8,248,34.0703
751471.1589,1552542.158,9,248,34.0703
751304.0326,1552185.98,11,248,54.77848
751818.2708,1552454.044,14,248,82.38609
751818.2708,1552454.044,15,248,82.38609
751818.2708,1552454.044,16,248,82.38609
751840.2276,1552484.921,21,248,95.83588
751840.2276,1552484.921,22,248,95.83588
751450.4329,1552474.102,23,248,52.15645
751750.8939,1552514.036,23,248,79.79908
751750.8939,1552514.036,24,248,79.79908
751359.1145,1552364.729,25,248,56.57169
751359.1145,1552364.729,26,248,56.57169
751306.6254,1552339.639,51,248,55.80023
751815.1671,1552516.662,52,248,93.43246
751815.1671,1552516.662,53,248,93.43246
751334.1837,1552306.594,55,248,80.55895
751335.5616,1552243.516,55,248,65.16834
751334.1837,1552306.594,56,248,80.55895
751395.4463,1552362.541,57,248,59.33323
751393.6798,1552454.062,59,248,38.48
751609.0253,1552446.113,59,248,72.38161
751393.6798,1552454.062,60,248,38.48
751609.0253,1552446.113,60,248,72.38161
751304.0326,1552185.98,9,249,54.77848
751304.0326,1552185.98,13,249,54.77848
751335.5616,1552243.516,14,249,65.16834
751335.5616,1552243.516,15,249,65.16834
751335.5616,1552243.516,16,249,65.16834
751815.4829,1552484.677,19,249,92.7494
751815.4829,1552484.677,20,249,92.7494
751332.7415,1552277.469,21,249,67.61144
751815.4829,1552484.677,21,249,92.7494
751332.7415,1552277.469,22,249,67.61144
751815.4829,1552484.677,22,249,92.7494
751332.7415,1552277.469,23,249,67.61144
751750.8939,1552514.036,25,249,79.79908
751750.8939,1552514.036,26,249,79.79908
751839.3403,1552574.791,29,249,72.79045
751839.3403,1552574.791,30,249,72.79045
751818.2708,1552454.044,37,249,82.38609
751787.3201,1552666.48,38,249,66.0803
751818.2708,1552454.044,38,249,82.38609
751787.3201,1552666.48,39,249,66.0803
751306.6254,1552339.639,40,249,55.80023
751787.3201,1552666.48,40,249,66.0803
751787.3201,1552666.48,41,249,66.0803
751840.2276,1552484.921,46,249,95.83588
751840.2276,1552484.921,47,249,95.83588
751666.8484,1552598.657,48,249,45.44967
751625.4543,1552358.168,50,249,67.01688
751752.0555,1552483.94,50,249,80.97194
751625.4543,1552358.168,51,249,67.01688
751752.0555,1552483.94,51,249,80.97194
751640.0625,1552389.083,52,249,47.30542
751752.0555,1552483.94,52,249,80.97194
751640.0625,1552389.083,53,249,47.30542
751752.0555,1552483.94,53,249,80.97194
751640.0625,1552389.083,54,249,47.30542
751785.1135,1552638.233,6,250,61.14419
751785.1135,1552638.233,7,250,61.14419
751304.0326,1552185.98,10,250,54.77848
751368.8066,1552214.622,38,250,41.56114
751784.9763,1552487.918,38,250,51.85411
751368.8066,1552214.622,39,250,41.56114
751784.9763,1552487.918,39,250,51.85411
751306.6254,1552339.639,52,250,55.80023
751396.0865,1552297.574,52,250,51.43141
751306.6254,1552339.639,53,250,55.80023
751396.0865,1552297.574,53,250,51.43141
751787.3201,1552666.48,55,250,66.0803
751815.2586,1552430.77,55,250,79.06496
751787.3201,1552666.48,56,250,66.0803
751815.2586,1552430.77,56,250,79.06496
751815.2586,1552430.77,57,250,79.06496
751815.2586,1552430.77,58,250,79.06496
751337.7184,1552364.629,11,251,52.87066
751549.8633,1552418.3,17,251,52.69392
751549.8633,1552418.3,18,251,52.69392
751608.6803,1552481.086,28,251,49.74041
751640.0625,1552389.083,29,251,47.30542
751364.117,1552273.793,30,251,73.13081
751640.0625,1552389.083,30,251,47.30542
751640.0625,1552389.083,31,251,47.30542
751337.8847,1552183.214,32,251,66.16179
751640.0625,1552389.083,32,251,47.30542
751337.8847,1552183.214,33,251,66.16179
751818.2708,1552454.044,39,251,82.38609
751607.5944,1552415.881,40,251,56.76267
751694.3905,1552392.054,40,251,41.14644
751818.2708,1552454.044,40,251,82.38609
751694.3905,1552392.054,41,251,41.14644
751818.2708,1552454.044,41,251,82.38609
751818.2708,1552454.044,42,251,82.38609
751306.6045,1552429.517,44,251,22.6686
751306.6045,1552429.517,45,251,22.6686
751815.4829,1552484.677,47,251,92.7494
751815.4829,1552484.677,48,251,92.7494
751395.4463,1552362.541,59,251,59.33323
751395.4463,1552362.541,60,251,59.33323
751368.8066,1552214.622,12,252,41.56114
751427.7897,1552337.402,13,252,15.99378
751427.7897,1552337.402,14,252,15.99378
751364.117,1552273.793,31,252,73.13081
751364.117,1552273.793,32,252,73.13081
751364.117,1552273.793,33,252,73.13081
751637.1432,1552597.368,33,252,37.42659
751364.117,1552273.793,34,252,73.13081
751364.117,1552273.793,35,252,73.13081
751749.5575,1552572.797,36,252,64.62286
751749.5575,1552572.797,37,252,64.62286
751749.5575,1552572.797,38,252,64.62286
751749.5575,1552572.797,39,252,64.62286
751818.2708,1552454.044,43,252,82.38609
751818.2708,1552454.044,44,252,82.38609
751637.1432,1552597.368,45,252,37.42659
751637.1432,1552597.368,46,252,37.42659
751638.8909,1552507.839,3,253,35.53057
751638.8909,1552507.839,4,253,35.53057
751723.499,1552541.437,23,253,48.63573
751723.499,1552541.437,24,253,48.63573
751398.9296,1552425.778,25,253,48.78919
751723.499,1552541.437,25,253,48.63573
751398.9296,1552425.778,26,253,48.78919
751723.499,1552541.437,26,253,48.63573
751785.1135,1552638.233,27,253,61.14419
751785.1135,1552638.233,28,253,61.14419
751421.1109,1552521.63,31,253,30.00345
751421.1109,1552521.63,32,253,30.00345
751473.3253,1552486.836,36,253,35.51912
751473.3253,1552486.836,37,253,35.51912
751334.9638,1552391.941,40,253,47.16967
751334.9638,1552391.941,41,253,47.16967
751840.2276,1552484.921,54,253,95.83588
751840.2276,1552484.921,55,253,95.83588
751840.2276,1552484.921,56,253,95.83588
751501.593,1552381.851,59,253,43.44049
751501.593,1552381.851,60,253,43.44049
751668.716,1552573.66,4,254,29.39838
751668.716,1552573.66,5,254,29.39838
751451.2719,1552388.992,7,254,65.33939
751368.8066,1552214.622,8,254,41.56114
751451.2719,1552388.992,8,254,65.33939
751451.2719,1552388.992,9,254,65.33939
751395.4463,1552362.541,12,254,59.33323
751302.7382,1552394.17,15,254,27.45847
751750.8939,1552514.036,27,254,79.79908
751333.9056,1552334.816,28,254,62.1237
751750.8939,1552514.036,28,254,79.79908
751724.1047,1552392.458,29,254,71.93612
751750.8939,1552514.036,29,254,79.79908
751724.1047,1552392.458,30,254,71.93612
751750.8939,1552514.036,30,254,79.79908
751724.1047,1552392.458,31,254,71.93612
751724.1047,1552392.458,32,254,71.93612
751839.5556,1552552.987,36,254,83.89801
751785.1135,1552638.233,38,254,61.14419
751785.1135,1552638.233,39,254,61.14419
751784.9763,1552487.918,40,254,51.85411
751785.1135,1552638.233,40,254,61.14419
751784.9763,1552487.918,41,254,51.85411
751785.1135,1552638.233,41,254,61.14419
751784.9763,1552487.918,42,254,51.85411
751334.9638,1552391.941,43,254,47.16967
751334.9638,1552391.941,44,254,47.16967
